No,R,I,A,S,E,C,Group
23853,0.545,0.44,0.313,0.362,0.397,0.447,50
23854,0.545,0.369,0.676,0.631,0.44,0.416,24
23855,0.545,0.524,0.4,0.554,0.591,0.483,14
23856,0.545,0.532,0.537,0.523,0.54,0.514,14
23857,0.545,0.561,0.759,0.728,0.605,0.494,70
23858,0.545,0.572,0.552,0.529,0.554,0.591,47
23859,0.545,0.604,0.549,0.568,0.64,0.626,47
23860,0.545,0.645,0.612,0.475,0.682,0.433,47
23861,0.545,0.766,0.729,0.381,0.194,0.516,34
23862,0.545,0.619,0.523,0.596,0.643,0.64,32
23863,0.545,0.523,0.518,0.569,0.535,0.546,14
23864,0.545,0.568,0.502,0.211,0.367,0.565,18
23865,0.545,0.556,0.538,0.486,0.475,0.473,14
23866,0.545,0.363,0.479,0.449,0.382,0.393,50
23867,0.545,0.576,0.509,0.558,0.496,0.529,14
23868,0.545,0.5,0.716,0.609,0.496,0.446,60
23869,0.545,0.331,0.414,0.421,0.375,0.441,50
23870,0.545,0.553,0.491,0.428,0.532,0.453,14
23871,0.545,0.647,0.48,0.582,0.568,0.656,47
23872,0.545,0.544,0.55,0.476,0.464,0.491,14
23873,0.545,0.515,0.459,0.486,0.662,0.651,66
23874,0.545,0.36,0.325,0.353,0.366,0.347,28
23875,0.545,0.499,0.796,0.557,0.543,0.473,60
23876,0.545,0.444,0.363,0.161,0.448,0.593,18
23877,0.545,0.46,0.673,0.648,0.47,0.41,60
23878,0.545,0.395,0.544,0.61,0.493,0.559,14
23879,0.545,0.573,0.46,0.531,0.508,0.519,14
23880,0.545,0.619,0.794,0.713,0.508,0.539,60
23881,0.545,0.257,0.444,0.43,0.339,0.332,28
23882,0.545,0.458,0.459,0.496,0.457,0.465,14
23883,0.545,0.467,0.477,0.465,0.457,0.444,50
23884,0.545,0.6,0.602,0.477,0.344,0.513,31
23885,0.545,0.437,0.25,0.304,0.369,0.348,28
23886,0.545,0.584,0.56,0.568,0.489,0.464,14
23887,0.545,0.258,0.447,0.349,0.401,0.355,28
23888,0.545,0.797,0.654,0.762,0.734,0.68,36
23889,0.545,0.537,0.518,0.543,0.545,0.522,14
23890,0.545,0.518,0.5,0.513,0.501,0.509,14
23891,0.545,0.48,0.415,0.528,0.422,0.452,50
23892,0.545,0.471,0.457,0.482,0.499,0.501,14
23893,0.545,0.497,0.58,0.555,0.568,0.48,14
23894,0.545,0.55,0.409,0.525,0.564,0.379,14
23895,0.545,0.963,0.439,0.519,0.633,0.788,51
23896,0.545,0.727,0.873,0.495,0.554,0.479,47
23897,0.545,0.377,0.491,0.499,0.529,0.467,14
23898,0.545,0.598,0.771,0.755,0.628,0.582,70
23899,0.545,0.561,0.592,0.54,0.462,0.493,14
23900,0.545,0.505,0.609,0.508,0.453,0.48,14
23901,0.545,0.741,0.63,0.612,0.609,0.598,47
23902,0.545,0.579,0.484,0.464,0.538,0.504,14
23903,0.545,0.503,0.62,0.477,0.551,0.586,14
23904,0.545,0.402,0.462,0.517,0.508,0.481,14
23905,0.545,0.483,0.352,0.446,0.463,0.546,14
23906,0.545,0.448,0.649,0.642,0.538,0.451,60
23907,0.545,0.531,0.817,0.743,0.708,0.766,23
23908,0.545,0.518,0.522,0.568,0.509,0.509,14
23909,0.545,0.58,0.29,0.463,0.474,0.458,14
23910,0.545,0.509,0.623,0.674,0.564,0.495,60
23911,0.545,0.565,0.527,0.685,0.618,0.591,47
23912,0.545,0.478,0.458,0.537,0.523,0.49,14
23913,0.545,0.368,0.708,0.59,0.374,0.233,49
23914,0.546,0.595,0.398,0.609,0.513,0.564,14
23915,0.546,0.576,0.972,0.898,0.742,0.744,23
23916,0.546,0.516,0.705,0.662,0.557,0.504,60
23917,0.546,0.424,0.559,0.403,0.375,0.3,64
23918,0.546,0.709,0.695,0.786,0.584,0.507,59
23919,0.546,0.586,0.58,0.527,0.439,0.523,14
23920,0.546,0.425,0.905,0.65,0.479,0.471,60
23921,0.546,0.429,0.535,0.513,0.546,0.48,14
23922,0.546,0.388,0.554,0.411,0.414,0.404,50
23923,0.546,0.48,0.632,0.479,0.537,0.538,14
23924,0.546,0.553,0.756,0.738,0.665,0.583,70
23925,0.546,0.416,0.371,0.285,0.226,0.254,12
23926,0.546,0.426,0.521,0.465,0.548,0.424,14
23927,0.546,0.61,0.476,0.516,0.5,0.482,14
23928,0.546,0.516,0.482,0.507,0.529,0.484,14
23929,0.546,0.321,0.258,0.227,0.225,0.251,12
23930,0.546,0.842,0.465,0.694,0.481,0.485,26
23931,0.546,0.613,0.583,0.588,0.561,0.533,47
23932,0.546,0.546,0.534,0.536,0.566,0.542,14
23933,0.546,0.505,0.469,0.499,0.462,0.363,50
23934,0.546,0.529,0.441,0.479,0.527,0.536,14
23935,0.546,0.473,0.732,0.587,0.55,0.654,47
23936,0.546,0.5,0.64,0.574,0.505,0.564,14
23937,0.546,0.629,0.595,0.545,0.569,0.442,47
23938,0.546,0.512,0.414,0.564,0.54,0.523,14
23939,0.546,0.362,0.765,0.664,0.462,0.204,71
23940,0.546,0.401,0.65,0.62,0.462,0.333,24
23941,0.546,0.591,0.698,0.777,0.769,0.573,23
23942,0.546,0.408,0.373,0.586,0.491,0.366,50
23943,0.546,0.591,0.52,0.511,0.472,0.497,14
23944,0.546,0.343,0.454,0.441,0.535,0.398,50
23945,0.546,0.556,0.783,0.64,0.607,0.475,70
23946,0.546,0.504,0.782,0.672,0.543,0.567,60
23947,0.546,0.527,0.547,0.514,0.617,0.478,14
23948,0.546,0.642,0.535,0.426,0.61,0.574,55
23949,0.546,0.523,0.744,0.746,0.573,0.542,70
23950,0.546,0.484,0.77,0.704,0.597,0.443,60
23951,0.546,0.364,0.279,0.421,0.596,0.582,38
23952,0.546,0.363,0.537,0.518,0.305,0.273,49
23953,0.546,0.488,0.629,0.611,0.547,0.534,14
23954,0.546,0.571,0.342,0.488,0.464,0.479,14
23955,0.546,0.46,0.574,0.573,0.584,0.42,14
23956,0.546,0.663,0.683,0.82,0.863,0.711,72
23957,0.546,0.492,0.376,0.45,0.515,0.487,14
23958,0.546,0.375,0.724,0.509,0.361,0.363,49
23959,0.546,0.41,0.468,0.57,0.43,0.5,14
23960,0.546,0.322,0.387,0.419,0.397,0.34,28
23961,0.546,0.51,0.786,0.631,0.534,0.633,70
23962,0.546,0.393,0.539,0.515,0.372,0.509,50
23963,0.546,0.467,0.456,0.707,0.556,0.558,14
23964,0.546,0.518,0.455,0.443,0.474,0.52,14
23965,0.546,0.614,0.577,0.675,0.674,0.571,32
23966,0.546,0.34,0.325,0.33,0.33,0.301,28
23967,0.546,0.412,0.572,0.575,0.471,0.519,14
23968,0.546,0.521,0.732,0.768,0.543,0.604,70
23969,0.546,0.503,0.493,0.435,0.581,0.745,38
23970,0.546,0.552,0.581,0.505,0.467,0.41,14
23971,0.546,0.504,0.447,0.575,0.443,0.428,14
23972,0.546,0.387,0.345,0.321,0.431,0.467,50
23973,0.546,0.325,0.498,0.607,0.473,0.284,24
23974,0.546,0.398,0.723,0.609,0.449,0.371,24
23975,0.546,0.404,0.431,0.553,0.545,0.53,14
23976,0.546,0.515,0.408,0.298,0.288,0.229,2
23977,0.546,0.686,0.499,0.705,0.781,0.773,72
23978,0.547,0.44,0.391,0.436,0.34,0.327,28
23979,0.547,0.711,0.533,0.572,0.613,0.65,47
23980,0.547,0.531,0.6,0.558,0.526,0.54,14
23981,0.547,0.618,0.609,0.479,0.409,0.447,14
23982,0.547,0.627,0.21,0.531,0.597,0.619,55
23983,0.547,0.126,0.11,0.389,0.165,0.189,19
23984,0.547,0.515,0.557,0.509,0.568,0.466,14
23985,0.547,0.391,0.455,0.471,0.308,0.328,28
23986,0.547,0.292,0.316,0.361,0.316,0.295,28
23987,0.547,0.501,0.43,0.508,0.5,0.529,14
23988,0.547,0.48,0.479,0.605,0.527,0.529,14
23989,0.547,0.38,0.439,0.458,0.381,0.363,50
23990,0.547,0.554,0.539,0.574,0.536,0.518,14
23991,0.547,0.503,0.577,0.562,0.488,0.511,14
23992,0.547,0.431,0.476,0.412,0.439,0.279,50
23993,0.547,0.548,0.63,0.463,0.591,0.66,47
23994,0.547,0.56,0.507,0.658,0.562,0.554,47
23995,0.547,0.527,0.382,0.51,0.431,0.409,50
23996,0.547,0.475,0.575,0.564,0.691,0.731,22
23997,0.547,0.383,0.524,0.627,0.522,0.625,14
23998,0.547,0.583,0.811,0.4,0.242,0.254,34
23999,0.547,0.431,0.569,0.388,0.322,0.294,64
24000,0.547,0.566,0.417,0.329,0.388,0.457,31
24001,0.547,0.491,0.432,0.476,0.409,0.445,50
24002,0.547,0.393,0.505,0.472,0.397,0.348,50
24003,0.547,0.502,0.48,0.491,0.478,0.478,14
24004,0.547,0.528,0.73,0.561,0.478,0.39,14
24005,0.547,0.429,0.501,0.326,0.291,0.306,28
24006,0.547,0.318,0.303,0.413,0.348,0.26,28
24007,0.547,0.542,0.424,0.526,0.472,0.449,14
24008,0.547,0.507,0.7,0.675,0.483,0.453,60
24009,0.547,0.512,0.421,0.388,0.374,0.378,50
24010,0.547,0.499,0.532,0.476,0.464,0.429,14
24011,0.547,0.431,0.341,0.603,0.486,0.474,14
24012,0.547,0.524,0.544,0.465,0.479,0.422,14
24013,0.547,0.503,0.525,0.533,0.507,0.473,14
24014,0.547,0.399,0.281,0.386,0.354,0.297,28
24015,0.547,0.49,0.59,0.712,0.572,0.601,70
24016,0.547,0.553,0.538,0.571,0.511,0.565,14
24017,0.547,0.515,0.645,0.62,0.507,0.489,14
24018,0.547,0.728,0.368,0.643,0.532,0.193,7
24019,0.547,0.562,0.587,0.605,0.536,0.502,14
24020,0.547,0.557,0.624,0.57,0.472,0.528,14
24021,0.547,0.464,0.655,0.595,0.614,0.605,66
24022,0.547,0.267,0.304,0.207,0.251,0.272,29
24023,0.547,0.555,0.526,0.601,0.549,0.533,14
24024,0.547,0.614,0.688,0.511,0.548,0.519,47
24025,0.547,0.575,0.581,0.572,0.567,0.565,47
24026,0.547,0.334,0.392,0.529,0.318,0.245,28
24027,0.547,0.724,0.516,0.737,0.554,0.457,33
24028,0.547,0.91,0.485,0.632,0.455,0.434,26
24029,0.547,0.54,0.464,0.436,0.295,0.289,37
24030,0.547,0.416,0.528,0.447,0.54,0.528,14
24031,0.547,0.573,0.494,0.48,0.431,0.419,14
24032,0.547,0.549,0.566,0.551,0.434,0.383,14
24033,0.547,0.531,0.543,0.57,0.535,0.519,14
24034,0.547,0.588,0.37,0.569,0.517,0.528,14
24035,0.547,0.575,0.467,0.6,0.601,0.652,66
24036,0.547,0.626,0.774,0.523,0.518,0.458,47
24037,0.547,0.372,0.329,0.234,0.16,0.219,12
24038,0.547,0.389,0.298,0.528,0.459,0.373,50
24039,0.547,0.491,0.488,0.587,0.566,0.571,14
24040,0.547,0.533,0.485,0.6,0.359,0.405,50
24041,0.547,0.787,0.479,0.723,0.642,0.653,51
24042,0.547,0.703,0.711,0.688,0.579,0.66,32
24043,0.547,0.525,0.542,0.486,0.38,0.241,37
24044,0.547,0.582,0.676,0.559,0.697,0.588,32
24045,0.547,0.445,0.5,0.409,0.407,0.379,50
24046,0.547,0.391,0.41,0.526,0.536,0.681,14
24047,0.547,0.439,0.473,0.486,0.436,0.396,50
24048,0.547,0.485,0.456,0.526,0.48,0.478,14
24049,0.547,0.447,0.309,0.526,0.383,0.393,50
24050,0.547,0.597,0.484,0.499,0.465,0.485,14
24051,0.547,0.59,0.502,0.466,0.417,0.413,31
24052,0.547,0.742,0.752,0.7,0.908,0.72,72
24053,0.547,0.487,0.49,0.522,0.546,0.52,14
24054,0.547,0.48,0.461,0.532,0.446,0.419,50
24055,0.547,0.503,0.532,0.54,0.561,0.538,14
24056,0.547,0.678,0.477,0.397,0.564,0.472,55
24057,0.547,0.51,0.483,0.552,0.468,0.427,14
24058,0.547,0.533,0.754,0.755,0.678,0.538,70
24059,0.547,0.507,0.5,0.567,0.494,0.464,14
24060,0.548,0.466,0.469,0.469,0.502,0.544,14
24061,0.548,0.529,0.5,0.305,0.664,0.609,38
24062,0.548,0.536,0.553,0.437,0.511,0.53,14
24063,0.548,0.517,0.53,0.678,0.635,0.218,7
24064,0.548,0.524,0.761,0.709,0.654,0.544,70
24065,0.548,0.625,0.528,0.544,0.55,0.547,47
24066,0.548,0.585,0.412,0.435,0.46,0.57,14
24067,0.548,0.272,0.316,0.262,0.232,0.263,12
24068,0.548,0.5,0.452,0.413,0.362,0.399,50
24069,0.548,0.412,0.317,0.381,0.19,0.165,12
24070,0.548,0.505,0.49,0.462,0.461,0.46,14
24071,0.548,0.486,0.471,0.555,0.47,0.453,14
24072,0.548,0.486,0.377,0.534,0.47,0.737,62
24073,0.548,0.63,0.44,0.435,0.693,0.533,55
24074,0.548,0.511,0.404,0.444,0.455,0.454,50
24075,0.548,0.444,0.573,0.466,0.493,0.402,14
24076,0.548,0.471,0.455,0.451,0.429,0.393,50
24077,0.548,0.543,0.482,0.407,0.407,0.426,50
24078,0.548,0.407,0.627,0.484,0.444,0.451,50
24079,0.548,0.41,0.433,0.439,0.436,0.483,50
24080,0.548,0.299,0.412,0.595,0.531,0.429,14
24081,0.548,0.343,0.389,0.337,0.232,0.125,12
24082,0.548,0.544,0.361,0.399,0.421,0.439,50
24083,0.548,0.581,0.438,0.54,0.459,0.413,14
24084,0.548,0.464,0.676,0.741,0.623,0.575,70
24085,0.548,0.438,0.286,0.262,0.256,0.276,12
24086,0.548,0.502,0.426,0.519,0.472,0.496,14
24087,0.548,0.335,0.524,0.593,0.469,0.406,24
24088,0.548,0.532,0.444,0.464,0.576,0.467,14
24089,0.548,0.579,0.469,0.408,0.583,0.523,14
24090,0.548,0.547,0.629,0.522,0.472,0.33,14
24091,0.548,0.642,0.408,0.182,0.279,0.291,2
24092,0.548,0.489,0.476,0.398,0.437,0.378,50
24093,0.548,0.613,0.531,0.602,0.596,0.544,47
24094,0.548,0.393,0.672,0.592,0.377,0.383,49
24095,0.548,0.594,0.499,0.498,0.407,0.461,14
24096,0.548,0.358,0.432,0.448,0.424,0.43,50
24097,0.548,0.371,0.746,0.603,0.395,0.412,24
24098,0.548,0.55,0.554,0.531,0.593,0.591,47
24099,0.548,0.43,0.395,0.527,0.384,0.399,50
24100,0.548,0.529,0.534,0.496,0.357,0.352,50
24101,0.548,0.728,0.322,0.358,0.567,0.572,55
24102,0.548,0.469,0.51,0.463,0.489,0.486,14
24103,0.548,0.446,0.562,0.711,0.524,0.472,60
24104,0.548,0.7,0.498,0.771,0.88,0.695,72
24105,0.548,0.485,0.473,0.511,0.501,0.495,14
24106,0.548,0.462,0.564,0.555,0.5,0.53,14
24107,0.548,0.717,0.53,0.518,0.676,0.712,32
24108,0.548,0.576,0.188,0.46,0.516,0.529,55
24109,0.548,0.563,0.364,0.516,0.445,0.479,14
24110,0.548,0.465,0.648,0.597,0.582,0.499,14
24111,0.548,0.476,0.532,0.484,0.446,0.452,14
24112,0.548,0.443,0.408,0.406,0.408,0.439,50
24113,0.548,0.373,0.715,0.579,0.378,0.405,49
24114,0.548,0.53,0.382,0.517,0.453,0.455,14
24115,0.548,0.327,0.509,0.631,0.441,0.505,24
24116,0.548,0.594,0.481,0.521,0.629,0.524,47
24117,0.548,0.538,0.626,0.855,0.582,0.548,70
24118,0.548,0.449,0.401,0.419,0.449,0.419,50
24119,0.549,0.596,0.52,0.564,0.526,0.511,14
24120,0.549,0.488,0.506,0.565,0.578,0.552,14
24121,0.549,0.539,0.469,0.44,0.456,0.475,14
24122,0.549,0.389,0.333,0.393,0.277,0.314,28
24123,0.549,0.444,0.477,0.549,0.451,0.561,14
24124,0.549,0.537,0.484,0.589,0.517,0.454,14
24125,0.549,0.623,0.557,0.635,0.738,0.784,32
24126,0.549,0.527,0.479,0.536,0.526,0.523,14
24127,0.549,0.522,0.397,0.564,0.612,0.652,66
24128,0.549,0.539,0.538,0.538,0.552,0.489,14
24129,0.549,0.417,0.272,0.585,0.587,0.675,66
24130,0.549,0.538,0.606,0.539,0.493,0.52,14
24131,0.549,0.634,0.618,0.625,0.602,0.637,47
24132,0.549,0.267,0.52,0.525,0.436,0.424,24
24133,0.549,0.309,0.465,0.517,0.412,0.317,50
24134,0.549,0.602,0.56,0.49,0.462,0.386,14
24135,0.549,0.384,0.56,0.635,0.57,0.676,66
24136,0.549,0.42,0.406,0.461,0.506,0.411,50
24137,0.549,0.6,0.755,0.778,0.596,0.656,70
24138,0.549,0.656,0.534,0.486,0.651,0.556,47
24139,0.549,0.527,0.461,0.602,0.548,0.506,14
24140,0.549,0.608,0.521,0.634,0.68,0.628,32
24141,0.549,0.399,0.478,0.434,0.404,0.392,50
24142,0.549,0.594,0.7,0.834,0.674,0.747,23
24143,0.549,0.46,0.446,0.538,0.582,0.527,14
24144,0.549,0.548,0.762,0.677,0.61,0.551,70
24145,0.549,0.363,0.504,0.413,0.416,0.468,50
24146,0.549,0.493,0.593,0.598,0.608,0.546,47
24147,0.549,0.387,0.305,0.517,0.367,0.299,28
24148,0.549,0.553,0.58,0.594,0.549,0.485,14
24149,0.549,0.617,0.789,0.723,0.592,0.591,70
24150,0.549,0.59,0.704,0.695,0.643,0.538,70
24151,0.549,0.476,0.549,0.648,0.512,0.499,14
24152,0.549,0.386,0.322,0.375,0.276,0.332,28
24153,0.549,0.567,0.377,0.474,0.457,0.487,14
24154,0.549,0.394,0.481,0.571,0.336,0.344,50
24155,0.549,0.55,0.487,0.55,0.52,0.516,14
24156,0.549,0.58,0.451,0.623,0.698,0.441,47
24157,0.549,0.633,0.579,0.661,0.568,0.533,47
24158,0.549,0.492,0.688,0.599,0.5,0.543,14
24159,0.549,0.374,0.455,0.537,0.428,0.342,50
24160,0.549,0.791,0.574,0.786,0.62,0.611,59
24161,0.549,0.546,0.29,0.152,0.327,0.347,2
24162,0.549,0.668,0.583,0.514,0.638,0.634,47
24163,0.549,0.511,0.499,0.555,0.479,0.435,14
24164,0.549,0.52,0.658,0.643,0.6,0.506,47
24165,0.549,0.624,0.287,0.839,0.839,0.607,48
24166,0.549,0.335,0.624,0.589,0.551,0.539,25
24167,0.549,0.451,0.439,0.487,0.427,0.34,50
24168,0.549,0.427,0.383,0.518,0.412,0.609,14
24169,0.549,0.479,0.381,0.471,0.472,0.497,14
24170,0.549,0.609,0.495,0.516,0.479,0.468,14
24171,0.549,0.287,0.264,0.424,0.333,0.308,28
24172,0.549,0.684,0.451,0.391,0.438,0.235,37
24173,0.549,0.515,0.555,0.573,0.44,0.453,14
24174,0.549,0.545,0.519,0.516,0.453,0.481,14
24175,0.549,0.576,0.487,0.452,0.522,0.452,14
24176,0.549,0.59,0.424,0.263,0.44,0.51,18
24177,0.549,0.304,0.312,0.418,0.256,0.341,28
24178,0.549,0.457,0.463,0.575,0.421,0.338,50
24179,0.549,0.479,0.469,0.491,0.48,0.453,14
24180,0.549,0.487,0.57,0.557,0.479,0.467,14
24181,0.549,0.47,0.47,0.467,0.527,0.504,14
24182,0.549,0.519,0.47,0.49,0.447,0.492,14
24183,0.549,0.481,0.577,0.702,0.532,0.561,14
24184,0.549,0.773,0.476,0.695,0.766,0.573,51
24185,0.549,0.437,0.428,0.454,0.393,0.444,50
24186,0.549,0.393,0.416,0.401,0.409,0.408,50
24187,0.549,0.718,0.452,0.326,0.303,0.4,2
24188,0.549,0.569,0.537,0.626,0.539,0.48,14
24189,0.549,0.443,0.469,0.527,0.396,0.354,50
24190,0.549,0.477,0.471,0.484,0.457,0.443,14
24191,0.549,0.273,0.34,0.337,0.338,0.295,28
24192,0.55,0.202,0.159,0.136,0.177,0.145,19
24193,0.55,0.604,0.735,0.64,0.726,0.776,32
24194,0.55,0.578,0.514,0.524,0.51,0.476,14
24195,0.55,0.436,0.373,0.353,0.435,0.393,50
24196,0.55,0.47,0.679,0.816,0.563,0.582,70
24197,0.55,0.532,0.428,0.492,0.5,0.489,14
24198,0.55,0.489,0.525,0.618,0.589,0.553,47
24199,0.55,0.74,0.514,0.606,0.766,0.607,32
24200,0.55,0.414,0.427,0.42,0.491,0.537,14
24201,0.55,0.752,0.348,0.382,0.542,0.465,55
24202,0.55,0.865,0.524,0.527,0.477,0.359,26
24203,0.55,0.578,0.639,0.645,0.566,0.583,47
24204,0.55,0.587,0.707,0.63,0.615,0.68,32
24205,0.55,0.564,0.666,0.757,0.733,0.694,23
24206,0.55,0.475,0.538,0.506,0.418,0.322,50
24207,0.55,0.543,0.737,0.788,0.631,0.596,70
24208,0.55,0.512,0.562,0.506,0.479,0.467,14
24209,0.55,0.464,0.614,0.684,0.432,0.493,14
24210,0.55,0.506,0.682,0.624,0.578,0.521,47
24211,0.55,0.462,0.342,0.28,0.455,0.52,18
24212,0.55,0.348,0.375,0.384,0.336,0.321,28
24213,0.55,0.441,0.442,0.473,0.463,0.425,50
24214,0.55,0.7,0.52,0.586,0.607,0.525,47
24215,0.55,0.492,0.461,0.533,0.483,0.475,14
24216,0.55,0.336,0.506,0.47,0.459,0.543,50
24217,0.55,0.618,0.548,0.603,0.555,0.58,47
24218,0.55,0.65,0.315,0.23,0.223,0.465,2
24219,0.55,0.537,0.512,0.498,0.432,0.613,14
24220,0.55,0.659,0.68,0.613,0.6,0.628,47
24221,0.55,0.646,0.394,0.584,0.573,0.654,55
24222,0.55,0.52,0.672,0.658,0.588,0.489,47
24223,0.55,0.423,0.503,0.48,0.424,0.402,50
24224,0.55,0.628,0.47,0.507,0.595,0.671,47
24225,0.55,0.595,0.611,0.581,0.577,0.456,47
24226,0.55,0.509,0.462,0.472,0.455,0.432,14
24227,0.55,0.469,0.667,0.598,0.473,0.495,14
24228,0.55,0.459,0.707,0.642,0.604,0.51,60
24229,0.55,0.498,0.517,0.466,0.323,0.3,64
24230,0.55,0.598,0.543,0.581,0.574,0.602,47
24231,0.55,0.485,0.48,0.511,0.525,0.484,14
24232,0.55,0.638,0.451,0.495,0.465,0.516,14
24233,0.55,0.51,0.515,0.532,0.545,0.542,14
24234,0.55,0.501,0.567,0.617,0.535,0.494,14
24235,0.55,0.655,0.715,0.789,0.751,0.604,23
24236,0.55,0.743,0.768,0.685,0.622,0.54,59
24237,0.55,0.386,0.452,0.585,0.381,0.464,50
24238,0.55,0.577,0.32,0.144,0.358,0.375,2
24239,0.55,0.481,0.477,0.534,0.545,0.509,14
24240,0.55,0.576,0.376,0.627,0.577,0.513,14
24241,0.55,0.534,0.502,0.489,0.481,0.457,14
24242,0.55,0.398,0.559,0.55,0.399,0.48,50
24243,0.55,0.324,0.489,0.339,0.592,0.508,14
24244,0.55,0.394,0.673,0.711,0.626,0.611,70
24245,0.55,0.369,0.426,0.282,0.452,0.321,28
24246,0.55,0.513,0.471,0.438,0.469,0.457,14
24247,0.55,0.459,0.761,0.726,0.672,0.58,70
24248,0.55,0.457,0.642,0.601,0.626,0.469,14
24249,0.55,0.385,0.453,0.547,0.529,0.394,14
24250,0.55,0.587,0.807,0.682,0.312,0.526,56
24251,0.55,0.467,0.36,0.435,0.404,0.346,50
24252,0.55,0.52,0.533,0.512,0.531,0.516,14
24253,0.55,0.51,0.623,0.566,0.542,0.534,14
24254,0.55,0.341,0.33,0.475,0.337,0.387,28
24255,0.55,0.288,0.446,0.561,0.419,0.36,50
24256,0.55,0.51,0.861,0.689,0.678,0.577,70
24257,0.55,0.755,0.637,0.734,0.782,0.766,72
24258,0.55,0.584,0.505,0.564,0.494,0.501,14
24259,0.55,0.446,0.774,0.585,0.527,0.449,60
24260,0.55,0.391,0.526,0.653,0.452,0.493,14
24261,0.55,0.581,0.729,0.538,0.564,0.442,47
24262,0.55,0.567,0.485,0.54,0.496,0.455,14
24263,0.551,0.323,0.359,0.454,0.496,0.469,50
24264,0.551,0.556,0.384,0.505,0.607,0.573,14
24265,0.551,0.346,0.281,0.207,0.375,0.427,28
24266,0.551,0.666,0.337,0.803,0.772,0.614,32
24267,0.551,0.546,0.515,0.478,0.432,0.481,14
24268,0.551,0.611,0.522,0.366,0.449,0.396,31
24269,0.551,0.396,0.539,0.553,0.489,0.5,14
24270,0.551,0.534,0.605,0.636,0.517,0.507,14
24271,0.551,0.612,0.62,0.552,0.497,0.436,14
24272,0.551,0.489,0.576,0.593,0.501,0.461,14
24273,0.551,0.543,0.479,0.454,0.484,0.474,14
24274,0.551,0.61,0.307,0.413,0.742,0.578,63
24275,0.551,0.456,0.476,0.508,0.482,0.457,14
24276,0.551,0.411,0.321,0.556,0.361,0.323,50
24277,0.551,0.602,0.569,0.638,0.653,0.612,32
24278,0.551,0.5,0.677,0.84,0.627,0.5,70
24279,0.551,0.548,0.57,0.658,0.591,0.544,47
24280,0.551,0.564,0.627,0.63,0.633,0.593,47
24281,0.551,0.516,0.528,0.519,0.544,0.51,14
24282,0.551,0.518,0.493,0.466,0.562,0.561,14
24283,0.551,0.397,0.465,0.63,0.561,0.629,66
24284,0.551,0.517,0.666,0.548,0.441,0.52,14
24285,0.551,0.769,0.493,0.567,0.531,0.507,26
24286,0.551,0.685,0.735,0.595,0.622,0.612,47
24287,0.551,0.663,0.646,0.659,0.548,0.478,47
24288,0.551,0.465,0.428,0.584,0.622,0.669,66
24289,0.551,0.437,0.544,0.563,0.485,0.516,14
24290,0.551,0.629,0.535,0.617,0.73,0.575,32
24291,0.551,0.389,0.378,0.464,0.347,0.259,28
24292,0.551,0.368,0.654,0.583,0.392,0.339,49
24293,0.551,0.458,0.338,0.621,0.455,0.435,14
24294,0.551,0.479,0.419,0.39,0.497,0.542,14
24295,0.551,0.17,0.271,0.247,0.182,0.202,19
24296,0.551,0.591,0.551,0.509,0.517,0.532,14
24297,0.551,0.51,0.766,0.712,0.666,0.692,70
24298,0.551,0.489,0.438,0.439,0.434,0.442,50
24299,0.551,0.445,0.409,0.482,0.492,0.41,50
24300,0.551,0.511,0.434,0.433,0.458,0.438,50
24301,0.551,0.338,0.436,0.429,0.405,0.348,50
24302,0.551,0.492,0.681,0.51,0.436,0.452,14
24303,0.551,0.472,0.506,0.477,0.514,0.438,14
24304,0.551,0.502,0.53,0.571,0.519,0.506,14
24305,0.551,0.383,0.589,0.509,0.431,0.394,50
24306,0.551,0.359,0.777,0.587,0.353,0.326,49
24307,0.551,0.635,0.273,0.219,0.237,0.203,2
24308,0.551,0.621,0.409,0.477,0.441,0.431,31
24309,0.551,0.58,0.703,0.802,0.745,0.552,70
24310,0.551,0.447,0.54,0.587,0.497,0.477,14
24311,0.551,0.451,0.49,0.498,0.492,0.458,14
24312,0.551,0.524,0.627,0.627,0.49,0.559,14
24313,0.551,0.613,0.693,0.704,0.57,0.605,70
24314,0.551,0.288,0.832,0.52,0.274,0.328,49
24315,0.551,0.58,0.269,0.432,0.616,0.539,55
24316,0.551,0.464,0.51,0.494,0.529,0.494,14
24317,0.551,0.505,0.499,0.519,0.24,0.229,37
24318,0.551,0.536,0.661,0.695,0.578,0.456,60
24319,0.551,0.657,0.335,0.722,0.683,0.568,32
24320,0.551,0.438,0.57,0.589,0.512,0.465,14
24321,0.551,0.444,0.49,0.52,0.47,0.46,14
24322,0.551,0.516,0.444,0.599,0.536,0.6,14
24323,0.551,0.41,0.409,0.52,0.533,0.59,14
24324,0.551,0.566,0.482,0.532,0.506,0.533,14
24325,0.551,0.817,0.51,0.685,0.75,0.679,51
24326,0.551,0.548,0.282,0.246,0.37,0.632,18
24327,0.551,0.646,0.631,0.786,0.714,0.555,70
24328,0.551,0.435,0.581,0.46,0.406,0.512,50
24329,0.551,0.565,0.551,0.526,0.539,0.507,14
24330,0.551,0.691,0.388,0.433,0.497,0.54,55
24331,0.551,0.467,0.681,0.506,0.486,0.426,14
24332,0.551,0.443,0.568,0.513,0.404,0.559,14
24333,0.551,0.379,0.55,0.515,0.44,0.399,50
24334,0.551,0.447,0.275,0.49,0.47,0.436,50
